  418.76  417.59  416.42  415.24  414.07  412.89  411.72  410.42  409.06  407.72
  406.37  405.03  403.68  402.34  400.99  399.42  397.78  396.13  394.49  392.84
  391.19  389.60  388.09  386.58  385.07  383.56  382.05  380.36  377.84  375.53
  373.22  370.91  368.61  366.30  364.00  361.77  359.70  357.67  355.64  353.61
  351.58  349.95  348.58  347.20  345.83  344.46  343.08  341.71  340.16  337.91
  335.65  333.40  331.21  329.75  328.44  327.12  325.81  324.49  323.29  322.13
  320.98  319.37  317.71  316.20  314.65  313.05  311.63  309.95  307.88  305.81
  303.80  301.80  300.24  299.17  298.08  297.19  296.31  295.44  294.47  293.50
  292.63  291.85  291.06  289.79  288.23  286.74  285.39  283.94  282.55  281.57
  280.66  280.01  279.37  278.80  278.24  277.63  277.03  276.42  275.93  275.66
  275.38  275.05  274.70  274.38  274.35  274.32  274.30  274.22  274.14  274.23
  274.54  274.85  275.06  275.20  275.41  275.69  275.97  276.11  276.24  276.81
  277.42  278.04  278.61  279.16  279.82  280.49  280.95  281.25  280.77  280.77
  280.77  280.77  280.77  280.77  280.77  280.77  280.77  280.77  280.77  281.21
  281.75  282.30  282.84  283.39  283.93  284.48  285.02  285.57  286.11  286.66
  287.20  287.75  288.29  288.84  289.37  289.76  290.15  290.35  290.74  291.73
  292.76  293.79  294.69  295.57  296.55  297.52  298.26  298.82  299.34  299.89
  300.50  301.15  301.84  302.61  303.35  303.92  304.50  305.07  305.65  306.22
  306.79  307.36  307.94  308.51  309.08  309.65  310.22  310.78  310.94  311.09
  311.23  311.38  311.52  311.67  311.81  311.96  312.11  312.26  312.40  312.55
  312.69  312.80  312.94  313.08  313.22  313.37  313.47  313.53  313.57  313.61
  313.65  313.70  313.75  313.81  313.92  313.98  314.03  314.07  314.13  314.24
  314.34  314.43  314.54  314.71  315.03  315.35  315.45  315.55  315.73  316.10
  316.46  316.75  316.86  317.07  317.49  317.91  318.33  318.71  319.06  319.51
  319.92  320.74  321.54  322.35  323.15  323.96  324.77  325.57  326.38  327.20
  328.02  328.85  329.95  331.00  331.85  332.71  333.56  334.41  335.26  336.18
  337.12  338.05  338.99  339.92  340.84  341.60  341.99  342.37  342.76  343.15
  343.82  344.23  344.60  345.02  345.43  345.76  346.03  346.30  346.68  347.07
  347.65  348.15  348.84  349.52  350.21  350.87  350.81  350.75  350.68  350.61
  350.54  350.47  350.40  350.07  349.64  349.26  348.98  348.59  348.20  347.82
  347.49  347.31  347.03  346.68  346.33  346.05  345.89  345.40  345.05  344.83
  344.86  344.86  344.85  344.92  345.02  345.05  345.13  345.34  345.66  346.12
  346.59  347.22  347.88  348.48  349.25  350.32  351.52  352.81  354.10  355.59
  357.12  358.64  360.16  361.79  363.54  365.46  367.52  369.62  371.81  374.12
  376.42  378.67  380.86  382.68  384.51  386.33  388.14  389.94  391.49  392.81
  394.09  395.36  396.65  397.91  399.17  400.42  401.85  403.25  404.49  405.85
  407.21  408.04  408.79  409.55  410.30  410.98  411.33  411.71  412.09  412.47
  412.86  413.11  413.14  413.17  413.20  413.01  412.99  413.02  413.04  413.07
  412.90  412.44  412.28  412.12  411.95  411.79  411.31  410.63  409.64  408.66
  407.68  406.70  405.17  403.63  402.16  399.97  397.13  394.29  391.46  387.05
  382.19  377.79  373.54  369.73  366.75  363.78  360.63  357.62  354.49  351.37
  347.71  343.92  340.19  336.18  332.83  328.36  321.50  315.03  310.08  304.80
  300.85  298.71  296.61  294.50  292.43  290.74  288.91  287.08  285.25  282.89
  280.41  278.62  276.85  275.08  273.30  271.53  270.77  270.77  270.77  270.77
  270.77  269.79  268.57  267.36  266.14  264.93  263.71  262.50  261.28  259.82
  257.98  256.14  254.30  252.39  250.38  248.84  247.29  245.75  244.21  242.66
  241.12  239.29  237.37  235.64  234.06  232.13  229.64  226.15  222.66  219.71
  217.46  215.32  213.18  211.04  208.64  206.20  203.79  201.38  198.97  196.55
  194.13  191.72  188.99  185.82  182.65  179.44  176.34  173.55  170.76  167.95
  445.99  445.15  444.32  443.48  442.65  441.76  440.87  439.33  437.71  436.09
  434.47  432.85  431.13  429.45  427.80  426.14  424.48  422.83  421.22  419.92
  418.75  417.57  416.40  415.26  414.11  412.96  411.81  410.65  409.34  408.03
  406.72  405.42  404.11  402.80  401.49  400.02  398.38  396.74  395.10  393.46
  391.69  390.01  388.50  386.99  385.47  383.96  382.45  380.93  378.83  376.55
  374.24  371.93  369.63  367.32  365.12  363.01  360.89  358.86  356.82  354.80
  352.79  350.83  349.44  348.07  346.69  345.32  343.95  342.66  341.38  339.60
  337.35  335.09  333.00  331.02  329.62  328.31  326.99  325.73  324.57  323.41
  322.26  321.10  319.56  318.02  316.42  314.81  313.37  311.95  310.42  308.36
  306.36  304.35  302.35  300.54  299.52  298.62  297.65  296.68  295.71  294.74
  293.95  293.17  292.39  291.61  290.82  289.39  287.91  286.43  284.95  283.95
  282.97  282.00  281.02  280.32  279.71  279.11  278.50  277.90  277.45  277.17
  276.84  276.49  276.13  275.81  275.78  275.76  275.70  275.61  275.52  275.52
  275.83  276.14  276.29  276.44  276.61  276.89  277.13  277.26  277.40  277.89
  278.51  279.13  279.74  280.33  280.87  281.18  281.48  281.57  281.00  280.77
  280.77  280.77  280.77  280.77  280.77  280.77  280.77  280.77  280.77  280.80
  281.35  281.89  282.44  282.98  283.52  284.07  284.61  285.16  285.70  286.25
  286.79  287.34  287.88  288.43  288.96  289.35  289.74  289.80  290.19  290.58
  291.32  292.29  293.23  294.21  295.18  296.15  296.80  297.44  297.83  298.33
  298.94  299.54  300.14  300.68  301.22  301.80  302.37  302.95  303.53  304.10
  304.67  305.25  305.82  306.39  306.96  307.53  308.10  308.35  308.58  308.81
  309.05  309.28  309.51  309.75  309.98  310.21  310.44  310.67  310.85  311.00
  311.15  311.28  311.42  311.57  311.71  311.85  311.93  311.97  312.01  312.05
  312.10  312.14  312.19  312.24  312.32  312.38  312.42  312.46  312.50  312.59
  312.68  312.78  312.87  313.06  313.36  313.46  313.56  313.67  313.87  314.24
  314.46  314.57  314.69  314.92  315.34  315.76  316.08  316.39  316.75  317.18
  317.49  318.07  318.88  319.69  320.50  321.31  322.11  322.91  323.71  324.53
  325.35  326.38  327.31  328.27  329.58  330.85  331.70  332.55  333.43  334.36
  335.30  336.21  337.10  338.00  338.94  339.77  340.28  340.78  341.17  341.55
  342.08  342.45  342.87  343.28  343.70  344.03  344.30  344.67  345.06  345.45
  346.00  346.43  347.12  347.80  348.49  348.74  348.72  348.64  348.69  348.62
  348.55  348.48  348.37  348.13  347.70  347.32  347.12  346.86  346.47  346.08
  345.75  345.57  345.39  345.11  344.76  344.47  344.31  343.89  343.51  343.37
  343.36  343.35  343.35  343.38  343.47  343.47  343.55  343.76  343.98  344.45
  344.97  345.63  346.22  346.79  347.63  348.70  349.77  350.85  352.14  353.66
  355.18  356.70  358.23  359.75  361.33  363.37  365.47  367.57  369.67  371.86
  374.17  376.39  378.60  380.81  382.63  384.45  386.25  388.05  389.86  391.42
  392.70  394.00  395.28  396.54  397.79  399.05  400.30  401.63  402.99  404.35
  405.71  406.50  407.26  408.01  408.78  409.44  409.85  410.24  410.63  411.01
  411.39  411.64  411.67  411.69  411.72  411.65  411.67  411.70  411.73  411.75
  411.67  411.38  411.22  411.06  410.90  410.72  410.36  409.36  408.38  407.39
  406.41  405.43  404.33  402.79  401.24  399.12  396.26  393.41  390.49  386.64
  382.20  377.81  373.55  369.74  366.76  363.79  360.83  357.74  354.62  351.49
  347.86  344.08  340.28  336.37  332.16  327.96  323.26  317.02  311.66  305.91
  302.69  299.92  297.82  295.71  293.86  292.18  290.46  288.63  286.80  284.24
  282.32  280.72  278.98  277.24  275.50  273.76  272.22  270.77  270.77  270.77
  270.77  269.58  268.37  267.15  265.94  264.72  263.93  263.17  262.18  260.89
  259.10  257.26  255.30  253.14  250.97  249.37  247.82  246.28  244.74  243.20
  241.66  239.96  238.04  236.12  234.21  232.29  230.09  226.73  223.40  220.30
  218.12  215.94  213.81  211.67  209.36  206.94  204.54  202.13  199.71  197.29
  194.88  192.71  190.09  186.84  183.60  180.46  177.70  174.94  172.15  169.22
  446.20  445.37  444.53  443.67  442.78  441.88  440.99  439.54  437.92  436.30
  434.67  432.94  431.22  429.55  427.89  426.23  424.57  422.91  421.22  419.92
  418.77  417.62  416.47  415.32  414.17  413.02  411.87  410.81  409.51  408.20
  406.89  405.58  404.27  402.97  401.80  400.64  399.01  397.37  395.73  394.02
  392.19  390.43  388.91  387.40  385.88  384.37  382.85  381.32  379.38  377.23
  375.07  372.90  370.64  368.47  366.36  364.24  362.13  360.04  358.01  355.99
  354.02  352.06  350.30  348.93  347.55  346.18  344.90  343.62  342.34  341.06
  339.04  336.78  334.79  332.80  330.82  329.49  328.18  327.01  325.85  324.69
  323.54  322.36  321.18  319.79  318.18  316.58  315.11  313.69  312.27  310.85
  308.88  306.87  304.87  302.86  300.90  299.86  298.89  297.92  296.95  296.06
  295.28  294.49  293.71  292.90  292.04  291.32  290.40  288.92  287.44  286.32
  285.35  284.36  283.23  282.26  281.38  280.58  279.98  279.37  278.97  278.63
  278.28  277.92  277.57  277.24  277.21  277.17  277.08  277.00  276.91  276.83
  277.13  277.39  277.53  277.67  277.82  278.09  278.28  278.42  278.55  278.98
  279.60  280.21  280.81  281.11  281.41  281.71  282.02  281.86  281.29  280.77
  280.77  280.77  280.77  280.77  280.77  280.77  280.77  280.77  280.77  280.77
  280.94  281.48  282.03  282.57  283.12  283.66  284.21  284.75  285.30  285.84
  286.39  286.93  287.48  288.02  288.56  288.94  289.26  289.25  289.64  290.03
  290.43  290.89  291.87  292.84  293.81  294.78  295.34  295.93  296.33  296.77
  297.38  297.98  298.58  299.02  299.46  299.92  300.37  300.83  301.41  301.98
  302.56  303.13  303.71  304.28  304.85  305.41  305.64  305.88  306.11  306.35
  306.59  306.82  307.05  307.29  307.52  307.76  307.99  308.22  308.45  308.68
  308.92  309.15  309.38  309.61  309.84  310.07  310.16  310.22  310.28  310.34
  310.40  310.47  310.55  310.62  310.70  310.76  310.81  310.85  310.89  310.94
  311.03  311.12  311.21  311.38  311.48  311.58  311.68  311.78  312.01  312.17
  312.28  312.40  312.51  312.76  313.15  313.46  313.76  314.07  314.45  314.79
  315.11  315.42  316.21  317.02  317.85  318.73  319.51  320.28  321.06  321.86
  322.78  323.63  324.49  325.41  326.72  328.03  329.35  330.66  331.59  332.48
  333.37  334.27  335.16  336.01  336.93  337.62  338.19  338.70  339.21  339.71
  340.26  340.72  341.14  341.55  341.96  342.31  342.66  343.06  343.45  343.84
  344.33  344.73  345.40  346.08  346.47  346.58  346.61  346.55  346.65  346.63
  346.56  346.49  346.31  346.09  345.76  345.38  345.18  344.98  344.73  344.34
  344.01  343.83  343.64  343.46  343.18  342.89  342.73  342.56  341.97  341.86
  341.86  341.85  341.85  341.84  341.89  341.88  341.98  342.19  342.39  342.77
  343.38  343.96  344.53  345.10  346.00  347.07  348.14  349.21  350.24  351.59
  353.09  354.59  356.09  357.59  359.17  360.90  363.13  365.37  367.61  369.72
  371.91  374.12  376.33  378.54  380.75  382.56  384.37  386.17  387.98  389.79
  391.35  392.64  393.91  395.17  396.42  397.65  398.87  400.15  401.49  402.86
  404.21  404.97  405.72  406.50  407.30  407.93  408.37  408.76  409.15  409.53
  409.92  410.17  410.20  410.23  410.26  410.32  410.35  410.37  410.40  410.43
  410.41  410.18  409.95  409.73  409.51  409.29  409.04  408.28  407.23  406.19
  405.14  404.16  403.18  401.94  400.25  398.07  395.35  392.49  389.33  385.70
  382.07  377.94  373.57  369.75  366.78  363.84  360.90  357.81  354.71  351.61
  348.00  344.20  340.49  336.97  332.53  328.09  323.64  318.51  312.75  307.75
  304.53  301.32  299.02  296.98  295.30  293.61  291.92  290.19  288.24  286.08
  284.48  282.89  281.30  279.61  277.87  276.22  274.69  273.16  271.63  270.77
  270.59  269.38  268.17  267.42  266.66  265.90  265.15  264.25  262.96  261.67
  260.22  258.22  256.05  253.88  251.72  249.90  248.36  246.82  245.28  243.73
  242.19  240.62  238.70  236.79  234.87  233.18  231.15  228.00  224.67  221.31
  218.94  216.76  214.58  212.40  210.39  207.81  205.28  202.87  200.46  198.14
  196.05  193.91  191.33  188.23  184.99  181.83  178.95  176.19  173.50  170.74
  446.42  445.58  444.68  443.79  442.89  442.00  441.10  439.75  438.13  436.49
  434.76  433.04  431.32  429.64  427.98  426.32  424.65  422.92  421.20  419.91
  418.76  417.61  416.45  415.31  414.15  413.07  412.01  410.94  409.68  408.37
  407.06  405.75  404.44  403.33  402.22  401.11  399.63  397.99  396.35  394.52
  392.69  390.85  389.32  387.81  386.29  384.76  383.24  381.71  379.94  377.78
  375.62  373.46  371.51  369.54  367.52  365.48  363.37  361.25  359.20  357.22
  355.26  353.29  351.33  349.79  348.42  347.13  345.86  344.58  343.30  342.02
  340.73  338.56  336.57  334.59  332.61  330.67  329.44  328.27  327.07  325.86
  324.66  323.45  322.36  321.29  319.95  318.35  316.85  315.43  313.97  312.49
  311.15  309.33  307.33  305.32  303.38  301.44  300.13  299.16  298.19  297.38
  296.60  295.79  294.91  294.03  293.26  292.54  291.81  291.08  289.93  288.69
  287.67  286.53  285.40  284.41  283.53  282.65  281.76  280.87  280.43  280.07
  279.71  279.36  279.00  278.67  278.64  278.56  278.47  278.39  278.30  278.22
  278.42  278.63  278.77  278.91  279.06  279.29  279.44  279.57  279.70  280.07
  280.68  281.10  281.48  281.64  281.95  282.25  282.56  282.14  281.58  281.01
  280.77  280.77  280.77  280.77  280.77  280.77  280.77  280.77  280.77  280.77
  280.77  281.08  281.62  282.17  282.71  283.26  283.80  284.35  284.89  285.44
  285.98  286.52  287.07  287.62  288.15  288.54  288.77  288.69  289.09  289.48
  289.87  290.02  290.61  291.47  292.45  293.31  294.03  294.43  294.82  295.21
  295.82  296.42  296.93  297.36  297.81  298.26  298.71  299.16  299.52  299.96
  300.48  301.02  301.59  302.17  302.70  302.94  303.18  303.41  303.65  303.89
  304.12  304.36  304.59  304.83  305.07  305.31  305.54  305.77  306.00  306.24
  306.48  306.71  306.94  307.18  307.41  307.64  307.76  307.82  307.87  307.91
  307.91  307.98  308.06  308.13  308.18  308.19  308.25  308.32  308.39  308.44
  308.46  308.61  308.77  308.92  309.06  309.21  309.36  309.48  309.56  309.71
  309.87  310.02  310.18  310.50  310.83  311.13  311.44  311.75  312.09  312.40
  312.72  313.04  313.54  314.35  315.24  316.13  316.95  317.72  318.49  319.28
  320.07  320.82  321.67  322.55  323.86  325.17  326.48  327.79  329.11  330.43
  331.43  332.32  333.22  334.08  334.78  335.46  336.11  336.62  337.13  337.66
  338.30  338.79  339.25  339.71  340.17  340.63  341.05  341.44  341.83  342.23
  342.67  343.06  343.68  344.19  344.30  344.41  344.51  344.47  344.57  344.64
  344.57  344.46  344.25  344.03  343.82  343.44  343.24  343.04  342.84  342.60
  342.27  342.09  341.90  341.72  341.54  341.31  341.14  340.98  340.54  340.33
  340.32  340.32  340.31  340.31  340.27  340.26  340.37  340.60  340.82  341.12
  341.69  342.26  342.83  343.40  344.37  345.44  346.48  347.44  348.45  349.62
  350.80  352.30  353.80  355.31  357.01  358.70  360.40  362.52  364.76  367.00
  369.50  371.92  374.13  376.35  378.56  380.70  382.51  384.32  386.13  387.93
  389.70  391.28  392.52  393.74  394.96  396.18  397.40  398.71  400.03  401.36
  402.68  403.43  404.22  405.02  405.82  406.42  406.89  407.28  407.67  408.05
  408.46  408.72  408.75  408.77  408.81  408.96  409.00  409.02  409.05  409.08
  409.03  408.82  408.52  408.29  408.07  407.85  407.62  407.10  406.19  405.15
  404.10  403.05  402.01  400.96  399.06  396.89  394.44  391.58  388.17  384.54
  381.05  377.24  373.40  369.78  366.84  363.90  360.96  357.87  354.78  351.72
  348.08  344.27  340.55  337.70  334.40  329.96  325.52  319.86  313.94  309.45
  306.38  303.16  300.23  298.42  296.73  295.05  293.36  291.67  289.83  288.24
  286.65  285.05  283.46  281.87  280.23  278.69  277.16  275.61  274.05  272.49
  271.00  270.15  269.39  268.63  267.88  267.12  266.32  265.03  263.74  262.50
  261.44  259.53  257.37  255.20  253.04  250.65  249.05  247.44  245.84  244.27
  242.72  241.18  239.37  237.65  235.97  234.21  231.99  229.27  225.93  222.57
  219.76  217.58  215.46  213.57  211.67  209.42  206.84  204.26  201.67  199.40
  197.32  195.01  192.43  189.62  186.38  183.25  180.20  177.63  175.25  172.39
  446.59  445.69  444.80  443.90  443.01  442.11  441.22  439.96  438.30  436.58
  434.86  433.14  431.42  429.73  428.07  426.35  424.63  422.90  421.18  419.89
  418.74  417.59  416.44  415.33  414.26  413.20  412.14  411.08  409.84  408.53
  407.23  405.98  404.87  403.75  402.64  401.53  400.25  398.61  396.86  395.02
  393.19  391.35  389.74  388.21  386.69  385.16  383.63  382.10  380.50  378.34
  376.19  374.27  372.36  370.43  368.42  366.40  364.38  362.36  360.40  358.44
  356.48  354.52  352.56  350.65  349.37  348.08  346.80  345.51  344.23  342.94
  341.65  340.23  338.23  336.23  334.23  332.24  330.57  329.36  328.16  326.95
  325.75  324.61  323.54  322.47  321.40  320.12  318.59  317.14  315.63  314.13
  312.79  311.45  309.79  307.80  305.86  303.92  301.98  300.40  299.49  298.68
  297.80  296.92  296.04  295.21  294.48  293.76  293.03  292.31  291.58  290.88
  289.83  288.70  287.57  286.56  285.68  284.79  283.82  282.81  282.25  281.77
  281.28  280.80  280.43  280.11  280.03  279.95  279.86  279.78  279.69  279.61
  279.72  279.86  280.01  280.15  280.29  280.46  280.59  280.72  280.83  281.01
  281.39  281.77  282.16  282.18  282.48  282.79  283.00  282.43  281.87  281.30
  280.77  280.77  280.77  280.77  280.77  280.77  280.77  280.77  280.77  280.77
  280.77  280.77  281.21  281.76  282.30  282.85  283.39  283.94  284.48  285.03
  285.57  286.12  286.66  287.21  287.74  288.13  288.28  288.14  288.54  288.93
  289.28  289.21  289.79  290.37  291.08  291.94  292.52  292.92  293.31  293.70
  294.25  294.85  295.27  295.71  296.15  296.61  297.06  297.38  297.61  298.08
  298.59  299.10  299.62  300.07  300.29  300.51  300.72  300.95  301.19  301.42
  301.66  301.90  302.13  302.38  302.62  302.86  303.09  303.32  303.56  303.80
  304.04  304.28  304.51  304.74  304.97  305.21  305.37  305.41  305.47  305.48
  305.48  305.49  305.57  305.64  305.66  305.66  305.67  305.74  305.81  305.83
  305.84  305.88  306.04  306.18  306.33  306.48  306.53  306.53  306.61  306.77
  306.92  307.17  307.56  307.91  308.25  308.59  308.93  309.29  309.64  309.97
  310.31  310.64  310.97  311.73  312.63  313.52  314.39  315.16  315.94  316.80
  317.64  318.38  319.12  319.95  320.99  322.30  323.61  324.92  326.24  327.56
  328.88  330.20  331.23  331.94  332.63  333.31  334.00  334.54  335.05  335.67
  336.32  336.87  337.33  337.79  338.22  338.59  339.08  339.58  340.07  340.57
  341.01  341.40  341.92  342.03  342.13  342.24  342.35  342.39  342.49  342.60
  342.58  342.40  342.19  341.97  341.76  341.50  341.30  341.10  340.90  340.70
  340.53  340.35  340.16  339.98  339.80  339.64  339.48  339.31  338.98  338.71
  338.70  338.69  338.69  338.61  338.57  338.56  338.69  338.90  339.12  339.43
  340.00  340.57  341.14  341.71  342.74  343.70  344.67  345.63  346.66  347.83
  349.01  350.18  351.52  353.14  354.84  356.54  358.24  359.94  361.92  364.30
  366.92  369.56  371.97  374.18  376.38  378.51  380.64  382.47  384.28  386.06
  387.82  389.50  391.04  392.26  393.48  394.70  395.96  397.27  398.58  399.90
  401.15  401.94  402.74  403.54  404.33  404.95  405.42  405.80  406.19  406.60
  407.01  407.26  407.29  407.32  407.43  407.58  407.65  407.67  407.70  407.70
  407.63  407.47  407.16  406.86  406.64  406.42  406.20  405.71  405.15  404.11
  403.06  402.01  400.97  399.43  397.79  395.70  393.52  390.63  387.01  383.54
  380.01  376.18  372.35  369.44  366.89  363.96  361.02  357.94  354.88  351.85
  348.23  344.35  340.60  337.76  334.91  331.83  326.97  321.24  315.63  310.37
  307.35  304.33  301.61  299.59  297.87  296.14  294.60  293.15  291.55  289.86
  288.26  286.67  285.07  283.47  281.93  280.82  279.28  277.72  276.17  274.61
  273.14  271.82  270.61  269.86  269.10  268.34  267.10  265.89  264.95  264.01
  262.75  261.17  259.15  256.99  254.83  252.18  250.02  248.41  246.81  245.21
  243.60  242.02  240.44  238.76  237.08  235.05  232.83  230.54  227.19  223.83
  220.58  218.54  216.64  214.75  212.85  210.96  208.45  205.87  203.26  200.66
  198.58  196.11  193.53  190.96  187.81  184.70  181.78  179.37  177.00  174.03
  446.70  445.81  444.91  444.02  443.12  442.23  441.34  440.11  438.38  436.66
  434.94  433.22  431.50  429.78  428.05  426.33  424.60  422.88  421.15  419.88
  418.73  417.58  416.52  415.46  414.40  413.34  412.28  411.21  410.01  408.70
  407.51  406.40  405.29  404.18  403.06  401.95  400.84  399.19  397.36  395.52
  393.69  391.85  390.14  388.61  387.08  385.55  384.02  382.50  380.97  378.94
  377.03  375.12  373.21  371.30  369.31  367.29  365.33  363.43  361.52  359.59
  357.63  355.67  353.71  351.79  350.18  348.89  347.61  346.32  345.03  343.75
  342.55  341.35  339.74  337.74  335.74  333.84  332.07  330.45  329.25  328.04
  326.85  325.78  324.71  323.65  322.58  321.51  320.31  318.80  317.29  315.78
  314.43  313.10  311.76  310.26  308.32  306.37  304.43  302.48  300.68  299.81
  298.93  298.05  297.17  296.43  295.70  294.98  294.24  293.46  292.69  292.07
  291.45  290.83  289.74  288.70  287.81  286.79  285.77  284.76  284.20  283.72
  283.23  282.75  281.99  281.64  281.54  281.44  281.34  281.24  281.05  280.97
  280.92  281.03  281.14  281.26  281.37  281.36  281.46  281.55  281.64  281.68
  282.07  282.45  282.83  282.71  283.02  283.32  283.29  282.72  282.16  281.59
  281.03  280.77  280.77  280.77  280.77  280.77  280.77  280.77  280.77  280.77
  280.77  280.77  280.81  281.35  281.90  282.44  282.99  283.53  284.08  284.62
  285.17  285.71  286.26  286.80  287.33  287.72  287.80  287.59  287.98  288.38
  288.59  288.39  288.97  289.55  290.14  290.64  291.02  291.41  291.80  292.19
  292.69  293.19  293.62  294.05  294.50  294.95  295.23  295.47  295.70  296.19
  296.70  297.22  297.57  297.84  298.10  298.31  298.52  298.71  298.92  299.14
  299.35  299.57  299.77  299.99  300.21  300.43  300.65  300.88  301.12  301.36
  301.60  301.84  302.07  302.31  302.54  302.78  302.99  303.00  303.05  303.05
  303.05  303.05  303.07  303.14  303.14  303.14  303.14  303.16  303.22  303.23
  303.23  303.24  303.30  303.45  303.57  303.57  303.57  303.57  303.66  303.83
  304.21  304.59  304.98  305.32  305.66  306.01  306.39  306.76  307.10  307.44
  307.77  308.18  308.87  309.54  310.21  310.91  311.81  312.61  313.46  314.31
  315.17  315.94  316.68  317.80  318.78  319.77  320.75  322.05  323.36  324.68
  326.00  327.31  328.56  329.47  330.38  331.16  331.85  332.46  333.04  333.68
  334.33  334.94  335.40  335.86  336.21  336.54  337.04  337.54  338.03  338.45
  338.88  339.40  339.81  339.91  340.01  340.12  340.22  340.31  340.41  340.52
  340.58  340.38  340.19  339.99  339.80  339.62  339.45  339.27  339.08  338.89
  338.74  338.60  338.42  338.24  338.06  337.92  337.79  337.62  337.42  337.08
  337.08  337.07  337.02  336.92  336.87  336.90  337.03  337.20  337.43  337.75
  338.32  338.88  339.45  339.85  340.93  341.90  342.86  343.83  344.87  346.05
