 1209.80 1201.48 1195.02 1188.95 1181.84 1177.72 1173.77 1172.30 1171.53 1173.37
 1175.03 1176.60 1179.96 1181.03 1181.65 1181.70 1181.60 1181.50 1180.68 1179.93
 1178.71 1177.37 1175.94 1174.69 1172.85 1170.82 1168.50 1165.07 1161.41 1156.35
 1151.04 1146.54 1142.15 1133.93 1127.33 1122.67 1122.54 1129.13 1130.95 1130.95
 1130.95 1134.26 1137.74 1140.95 1140.95 1140.95 1137.86 1129.80 1120.63 1114.62
 1108.24 1103.79 1101.21 1101.22 1102.69 1105.11 1109.01 1113.50 1119.19 1124.15
 1132.56 1140.95 1140.95 1140.95 1140.95 1140.95 1140.56 1134.39 1128.16 1122.14
 1114.36 1106.66 1098.74 1092.04 1083.18 1075.07 1066.91 1058.34 1051.09 1032.79
 1013.03 1002.31  989.24  976.72  962.37  954.15  935.93  918.73  905.90  897.08
  896.88  902.52  918.47  934.83  945.25  949.98  949.03  940.12  933.71  924.30
  910.84  901.09  880.94  864.31  851.40  838.86  825.26  809.67  798.14  782.94
  772.52  763.58  760.95  766.92  781.97  791.94  800.24  810.95  810.95  810.95
  803.97  793.53  780.79  769.29  759.14  751.58  743.52  736.49  728.49  719.01
  711.59  704.69  699.69  696.95  696.92  698.15  705.22  718.01  730.15  741.69
  751.68  759.38  767.40  774.81  781.88  787.43  794.56  801.64  809.67  817.50
  829.81  838.47  846.43  853.90  862.41  869.24  875.52  878.20  879.43  879.23
  877.94  876.77  878.78  886.61  895.50  905.35  914.75  923.29  931.37  937.33
  942.28  945.90  949.11  952.01  954.08  955.81  956.86  957.63  958.17  958.51
  958.80  960.04  961.48  963.84  966.29  968.74  970.82  972.24  973.41  974.32
  975.01  975.52  975.82  975.77  975.53  975.30  975.15  974.92  974.95  975.46
  976.10  976.90  977.78  978.67  979.63  980.52  981.33  981.98  982.52  982.59
  982.57  982.22  981.77  981.32  981.12  980.93  980.82  980.71  980.59  980.49
  980.36  980.10  979.77  979.31  978.78  978.10  977.51  976.98  976.72  976.66
  976.71  977.13  977.66  977.99  978.48  978.58  978.41  978.26  977.67  977.29
  976.87  976.25  975.64  974.91  974.27  973.50  972.80  972.17  971.91  971.64
  971.34  971.07  970.62  969.71  968.67  967.18  965.85  964.51  963.37  962.16
  961.18  960.25  959.34  958.28  957.55  956.97  956.66  956.49  956.14  956.10
  956.19  956.11  956.05  956.11  956.19  956.28  956.32  956.40  956.43  956.46
  956.46  956.33  956.05  955.74  955.45  954.98  954.70  954.45  954.10  953.43
  952.66  951.57  950.25  949.10  947.95  947.22  946.49  945.94  945.44  944.97
  944.50  944.05  943.57  943.15  942.65  942.25  941.85  941.46  941.08  940.79
  940.55  940.47  940.58  940.77  941.03  941.39  941.67  942.00  942.28  942.59
  942.85  943.08  943.28  943.47  943.65  943.80  943.94  944.07  943.97  943.98
  943.79  943.75  943.57  943.48  943.32  943.17  943.15  943.03  943.08  943.16
  943.18  943.35  943.40  943.44  943.47  943.74  943.64  943.88  943.83  943.85
  944.19  944.39  944.64  944.76  944.93  944.97  945.03  945.13  945.15  945.17
  945.18  945.13  945.08  945.02  944.97  944.91  944.83  944.78  944.70  944.64
  944.53  944.48  944.36  944.30  944.14  944.07  944.00  943.95  943.87  943.80
  943.80  943.77  943.76  943.75  943.55  943.27  942.82  942.32  941.87  941.61
  941.55  941.63  941.75  941.99  942.23  942.27  942.30  942.27  942.19  942.12
  942.04  941.99  941.92  941.85  941.75  941.56  941.35  941.08  940.79  940.49
  940.13  939.78  939.40  939.01  938.65  938.27  937.96  937.61  937.17  937.00
  936.74  936.40  936.02  935.61  935.16  934.74  934.26  933.76  933.13  932.49
  931.85  931.21  930.95  929.75  928.14  926.52  925.45  924.18  922.92  921.65
  920.95  920.95  920.95  920.43  919.08  917.80  916.94  915.96  915.16  914.22
  913.48  912.62  911.76  910.71  907.62  904.64  901.66  897.99  894.11  891.08
  890.95  890.95  890.95  890.95  888.33  884.33  882.46  880.95  880.95  880.95
  880.95  880.18  877.70  875.22  872.86  871.04  869.70  868.20  866.97  865.37
 1208.37 1199.30 1192.21 1183.08 1176.58 1171.44 1167.22 1164.87 1163.24 1161.37
 1161.04 1162.89 1165.50 1168.82 1171.35 1172.74 1174.04 1174.53 1174.36 1174.15
 1173.49 1172.43 1171.61 1170.75 1170.01 1168.86 1166.44 1163.95 1160.34 1155.51
 1150.48 1146.44 1142.40 1134.51 1126.46 1120.95 1120.95 1123.72 1130.70 1130.95
 1130.95 1131.27 1134.02 1135.97 1138.68 1139.04 1135.34 1127.00 1115.48 1104.79
 1094.77 1087.51 1084.46 1085.99 1086.50 1089.63 1095.44 1101.48 1106.52 1113.08
 1121.66 1130.93 1139.59 1140.95 1140.95 1140.95 1140.09 1133.54 1127.46 1121.61
 1114.19 1106.58 1099.17 1092.38 1084.10 1076.18 1068.15 1059.25 1052.02 1038.58
 1021.14 1006.07  994.92  983.24  969.01  956.68  948.09  923.26  905.87  892.98
  890.95  894.50  904.65  923.32  936.40  943.38  942.29  938.60  934.10  925.40
  911.70  901.87  884.05  867.76  852.97  843.18  830.44  816.60  804.33  790.25
  781.07  772.01  768.24  772.71  784.34  793.33  798.92  806.97  810.95  810.95
  804.51  794.16  781.87  769.96  760.93  755.19  748.54  740.77  732.27  722.03
  712.06  704.19  698.09  693.46  692.74  692.76  696.46  704.47  716.74  729.29
  742.20  753.07  759.20  765.84  771.95  776.81  782.51  792.15  799.80  808.32
  816.65  829.41  837.34  844.84  852.09  858.01  863.39  868.18  870.21  869.92
  866.06  860.95  868.62  881.20  890.12  899.10  908.33  916.66  924.48  931.36
  936.14  940.01  943.06  945.55  948.39  950.18  951.32  952.14  952.78  953.25
  953.62  954.63  956.05  957.99  960.13  962.53  965.40  967.23  968.82  970.37
  971.28  971.89  972.26  972.22  971.89  971.57  971.26  971.00  971.00  971.37
  971.95  972.96  974.05  975.00  976.02  976.97  977.87  978.61  979.45  979.67
  979.70  979.57  979.48  979.17  979.12  979.07  979.03  978.97  978.86  978.83
  978.70  978.49  978.17  977.73  977.23  976.52  975.88  975.25  974.93  974.90
  975.11  975.58  976.14  976.85  977.14  977.21  976.91  976.75  976.09  975.64
  975.14  974.54  973.91  973.16  972.47  971.76  970.98  970.45  970.11  969.79
  969.28  968.95  968.18  967.34  966.30  965.11  963.72  962.49  961.27  960.25
  959.19  958.20  957.27  956.35  955.60  954.98  954.68  954.53  954.26  954.25
  954.36  954.40  954.38  954.50  954.63  954.76  954.86  954.96  955.02  955.06
  955.07  954.96  954.62  954.34  954.01  953.48  953.18  953.02  952.71  952.13
  951.36  950.20  948.74  947.64  946.50  945.59  944.98  944.36  943.84  943.34
  942.88  942.41  941.93  941.47  940.97  940.57  940.23  939.92  939.59  939.37
  939.15  939.10  939.27  939.46  939.75  940.03  940.30  940.60  940.88  941.19
  941.48  941.73  941.96  942.15  942.32  942.46  942.57  942.66  942.51  942.43
  942.25  942.12  941.93  941.83  941.67  941.56  941.53  941.48  941.56  941.67
  941.78  941.96  942.08  942.22  942.35  942.62  942.65  942.90  942.90  943.10
  943.33  943.51  943.72  943.83  943.97  944.01  944.06  944.13  944.14  944.17
  944.16  944.11  944.06  944.01  943.96  943.90  943.83  943.78  943.71  943.66
  943.56  943.51  943.42  943.34  943.22  943.15  943.08  943.04  942.96  942.92
  942.91  942.90  942.91  942.91  942.72  942.51  942.06  941.61  941.02  940.95
  940.95  940.95  940.95  941.19  941.44  941.52  941.57  941.53  941.48  941.42
  941.35  941.30  941.24  941.19  941.09  940.95  940.70  940.45  940.13  939.87
  939.54  939.18  938.85  938.46  938.07  937.75  937.33  937.09  936.70  936.45
  936.23  935.94  935.60  935.22  934.81  934.37  933.93  933.47  932.99  932.40
  931.76  931.13  930.87  929.40  928.14  926.88  925.61  924.35  923.08  921.82
  920.95  920.95  920.95  920.95  920.20  918.94  917.92  916.78  915.94  915.11
